disasterNumber,hmgpCloseoutStatus,hmgpReconciliationDate,lockedInCeilingAmount,obligatedTotalAmount,obligatedInitiativeAmount,obligatedPlanningAmount,obligatedRegularAmount,obligatedSMCAmount,obligatedGranteeAdmin,obligatedSubgranteeAdmin,hash,lastRefresh,id
971,Closed,1999-03-02T05:00:00.000Z,49884,28408,0,0,26020,0,827,1561,d45ed6bba0b6927be7978756547706cc,2020-01-09T15:07:39.419Z,5d1fafd887fac86ceb8853b9
1020,Closed,2004-02-17T05:00:00.000Z,799595,838051,0,0,739667,59246,17413,21725,03129ee1f1f6e12c1d27374431c23fbd,2020-01-09T15:07:39.541Z,5d1fafd887fac86ceb8853ba
4378,Open,,334632,127648,0,0,119670,0,0,0,69824fb60d05666a2ca2b0e5c55be306,2020-07-23T16:33:32.205Z,5d1fafd887fac86ceb8853bb
1727,Closed,2014-03-12T04:00:00.000Z,1219393,1200284,56569,73718,954455,79046,7404,29092,179f7bb64340ebd5ad0b4383e55bbc30,2020-01-09T15:07:39.529Z,5d1fafd887fac86ceb8853bc
1329,Closed,2013-04-23T04:00:00.000Z,2292570,1557307,109628,0,1396252,0,12564,38863,b9f7e37c9b95fd146231483e2513dbb9,2020-01-09T15:07:39.020Z,5d1fafd887fac86ceb8853bd
4361,Open,,5442015,660310.39,40635,226079.64,348243.75,45352,0,0,deb35170fd3967aa4f7d7d3134d12f16,2020-07-30T16:37:16.879Z,5d1fafd887fac86ceb8853be
1425,Closed,2012-07-09T04:00:00.000Z,11388366,10058379,0,0,9467404,285640,84441,220894,10b29f287f213f0f368a92397f6eef3c,2020-01-09T15:07:39.573Z,5d1fafd887fac86ceb8853bf
1667,Closed,2012-04-12T04:00:00.000Z,128676,128567,0,0,128000,0,1,566,18d71703035a79282594b3fab107385b,2020-01-09T15:07:39.590Z,5d1fafd887fac86ceb8853c0
4333,Open,,468670,248852,0,32807,193127,22918,0,0,5d30909aeb8ded64f9e0f7a75e06f0bf,2020-01-09T15:07:39.018Z,5d1fafd887fac86ceb8853c1
1605,Open,,71736951,63813775.09,6956760,2662126,50294394.48,2488869,340919.93,1070705.68,b88a4269087119061f480df02987a234,2020-02-11T20:30:51.830Z,5d1fafd887fac86ceb8853c2
4353,Open,,56578663,6112289.07,1300895.75,1151479.81,3243414.51,416499,0,0,38e45b8ab6109e8059c1b793c43e6cfe,2020-07-31T16:36:07.794Z,5d1fafd887fac86ceb8853c3
1076,Closed,1995-12-20T05:00:00.000Z,0,0,0,0,0,0,0,0,5c2a49a6a4731f95091693e3b5184330,2020-01-09T15:07:39.490Z,5d1fafd887fac86ceb8853c4
1857,Closed,2018-01-24T05:00:00.000Z,5895761,1007258,0,352797,654461,0,0,0,352f0cda12bbe779cc9b9ae0e62235df,2020-01-09T15:07:39.540Z,5d1fafd887fac86ceb8853c5
889,Closed,2004-01-22T05:00:00.000Z,372617,381314,15000,0,342617,0,8450,15247,65441053edd15b7700e8c02e35025d53,2020-01-09T15:07:39.596Z,5d1fafd887fac86ceb8853c6
4351,Open,,2019976,293050,31800,0,0,261250,0,0,bc50e6b8a34b3fc323ac4527e9dd18a3,2020-04-21T17:02:04.392Z,5d1fafd887fac86ceb8853c7
964,Closed,1998-01-27T05:00:00.000Z,198369,213355,0,0,195537,2832,5164,9822,2ede6eeaa68acd3fcb76ec7ca5ac67c8,2020-01-09T15:07:39.071Z,5d1fafd887fac86ceb8853c8
4426,Open,,732287,0,0,0,0,0,0,0,df410ebb9f173efc4827e154c3ca97ec,2020-06-03T16:33:50.662Z,5d1fafd887fac86ceb8853c9
1726,Closed,2012-11-23T05:00:00.000Z,1284136,1248152,0,24003,1180133,7305,2281,34430,537f5fddbfdd2c3414631de5578821ba,2020-01-09T15:07:39.469Z,5d1fafd887fac86ceb8853ca
4394,Open,,17210733,1180265.71,67500,1018025.25,0,86865.46,0,0,3cc07a1b4837b453f3740078de2a0890,2020-06-19T16:32:43.953Z,5d1fafd887fac86ceb8853cb
4395,Open,,3222514,0,0,0,0,0,0,0,7dcb1d97ab746b20d9aee3434f6814f8,2020-01-09T15:07:39.427Z,5d1fafd887fac86ceb8853cc
4373,Open,,755882,504275.94,25554,46500,327672.06,97760.48,0,0,f311e49e0d2d9c53086f83b8b57fb46b,2020-06-20T16:33:32.921Z,5d1fafd887fac86ceb8853cd
1714,Closed,2012-06-28T04:00:00.000Z,348078,27051,16261,9750,0,0,0,1040,e25ecd5f925a7b7d58c2425519dc14c3,2020-01-09T15:07:39.441Z,5d1fafd887fac86ceb8853ce
1804,Closed,2016-01-29T05:00:00.000Z,380400,311362,0,0,308250,3112,0,0,d45400bd9bd4dd4a441ec50ed1659023,2020-01-09T15:07:39.478Z,5d1fafd887fac86ceb8853cf
1295,Closed,2004-02-13T05:00:00.000Z,10345765,9436261,0,0,9264754,14360,0,157147,ada29c444468fc940a017cea091305ab,2020-01-09T15:07:39.457Z,5d1fafd887fac86ceb8853d0
4343,Open,,1662972,1697474.56,17721.75,19215,1374270.63,192958,0,0,59cbfe3f08322ffeef35aea50f5cc4d6,2020-07-28T16:34:09.156Z,5d1fafd887fac86ceb8853d1
1711,Closed,2013-08-06T04:00:00.000Z,12188943,1038831,0,148752,889216,0,863,0,eaa3af8c21c06f016a60dbc85b6e3e5b,2020-01-09T15:07:40.156Z,5d1fafd887fac86ceb8853d2
1278,Closed,2006-09-14T04:00:00.000Z,116847,113954,0,0,110005,0,15,3934,f7723baddd6b1807d177502802b0e028,2020-01-09T15:07:39.070Z,5d1fafd887fac86ceb8853d3
4338,Open,,25226022,10213886.75,1261299.75,1117740,7565010,251771,0,0,f3cbba29d08180e11dca0955811a0ead,2020-07-30T16:37:17.360Z,5d1fafd887fac86ceb8853d4
955,Closed,2006-12-13T05:00:00.000Z,24370305,20079433,4761299,0,14488281,348471,136621,344761,a3ee85e6cad49567627784c7448b2b69,2020-01-09T15:07:39.480Z,5d1fafd887fac86ceb8853d5
862,Open,,0,0,0,0,0,0,0,0,f4a0f81f03251ebb68f47abd3aa1c48d,2020-01-09T15:07:39.415Z,5d1fafd887fac86ceb8853d6
1035,Closed,2004-04-23T04:00:00.000Z,4151648,4175022,179610,0,3297915,550415,52228,94854,9b314b25b815d1a015b31712fd95a354,2020-01-09T15:07:39.071Z,5d1fafd887fac86ceb8853d7
1507,Closed,2008-09-30T04:00:00.000Z,875265,774857,0,0,625960,126464,10850,11583,70cdb1ad7d1fb9035afbe6603bd3fc01,2020-01-09T15:07:39.441Z,5d1fafd887fac86ceb8853d8
960,Open,,0,0,0,0,0,0,0,0,75d38700ce9ed9922489fdc41cdd620b,2020-01-09T15:07:39.512Z,5d1fafd887fac86ceb8853d9
1761,Closed,2015-12-16T05:00:00.000Z,2689716,1775988,65037,141820,1437604,131527,0,0,c111b86376f648b3b7de217666173ac3,2020-01-09T15:07:39.446Z,5d1fafd887fac86ceb8853da
4071,Open,,2146962,1736368,0,109356,1627012,0,0,0,e28d991b39697150263001fcfce3a15e,2020-01-09T15:07:40.157Z,5d1fafd887fac86ceb8853db
1133,Closed,2005-02-23T05:00:00.000Z,683307,719373,30347,0,576592,76368,15086,20980,67a4d23421f81468c86c98dd49d1cf35,2020-01-09T15:07:39.542Z,5d1fafd887fac86ceb8853dc
4072,Open,,3047194,2222598,136306,163140,1783341,139811,0,0,c60a911dfca2749453113c89d95060ff,2020-01-09T15:07:40.157Z,5d1fafd887fac86ceb8853dd
4335,Open,,32911211,18563867,2031719,0,16182685,349463,0,0,d7918d15f30b838217dc8c1fde7e8133,2020-07-27T16:34:12.212Z,5d1fafd887fac86ceb8853de
1787,Closed,2016-04-27T04:00:00.000Z,567995,555038,0,0,553823,1215,0,0,610d813c7bf8e4a3a8b538423dd75406,2020-01-09T15:07:39.629Z,5d1fafd887fac86ceb8853df
4056,Open,,5895536,5503213,149184,328885,4736852,288292,0,0,c1946202ee0c794fefb7751987a775af,2020-01-09T15:07:40.151Z,5d1fafd887fac86ceb8853e0
1874,Closed,2018-01-30T05:00:00.000Z,4866150,4308099,232606,209342,3628196,237955,0,0,53b26718904ec9a0a274d7cd2ceb0e90,2020-01-09T15:07:39.051Z,5d1fafd887fac86ceb8853e1
1951,Closed,2016-12-06T05:00:00.000Z,338662,148960,0,0,148960,0,0,0,00a64656069eca53f64d2e6aed4c4546,2020-01-09T15:07:39.610Z,5d1fafd887fac86ceb8853e2
4345,Open,,1193906,684079,0,79500,590826,13753,0,0,6b3e56bd4c27a6a921127e2191d57d29,2020-04-30T17:01:29.870Z,5d1fafd887fac86ceb8853e3
1588,Closed,2009-09-30T04:00:00.000Z,193073,125025,0,0,125025,0,0,0,7d1d16193b981d3e55d3a878cbefc9b0,2020-01-09T15:07:39.433Z,5d1fafd887fac86ceb8853e4
4371,Open,,365063,2725,0,0,0,2725,0,0,00e3102980a645b46742eb89764623ae,2020-01-09T15:07:39.081Z,5d1fafd887fac86ceb8853e5
4389,Open,,77334,0,0,0,0,0,0,0,364046f319a5b9031758a15366f5d8f9,2020-01-09T15:07:39.600Z,5d1fafd887fac86ceb8853e6
1704,Closed,2015-09-30T04:00:00.000Z,86280,31532,0,0,29437,0,918,1177,9df867d190642c698be0893caf991b2c,2020-01-09T15:07:39.540Z,5d1fafd887fac86ceb8853e7
1707,Closed,2015-09-16T04:00:00.000Z,1092204,231527,40220,76425,75149,27154,4988,7591,8beaf50a3ba827b639de27ad75e46173,2020-01-09T15:07:39.420Z,5d1fafd887fac86ceb8853e8
4410,Open,,506131,0,0,0,0,0,0,0,6fb2255da585d45cf270f2ca09ed3969,2020-01-09T15:07:39.505Z,5d1fafd887fac86ceb8853e9
1221,Closed,2001-04-17T04:00:00.000Z,313566,330387,0,0,313566,0,7459,9362,4ee54e8e7046f5bbf4748c56b1ece297,2020-01-09T15:07:39.456Z,5d1fafd887fac86ceb8853ea
1497,Closed,2005-02-08T05:00:00.000Z,82863,0,0,0,0,0,0,0,95d9008fbf9cefdee773f075e677c4e1,2020-01-09T15:07:39.520Z,5d1fafd887fac86ceb8853eb
1043,Closed,2002-03-18T05:00:00.000Z,445383,434224,8733,0,404400,0,9495,11596,2901cd65f15a71dd3e7eaa64c70202ba,2020-01-09T15:07:39.082Z,5d1fafd887fac86ceb8853ec
1494,Closed,2006-09-08T04:00:00.000Z,293579,287623,14679,0,248201,8463,6454,9826,4e337e8a7c452ae449baf953d25331e2,2020-01-09T15:07:39.545Z,5d1fafd887fac86ceb8853ed
941,Closed,1995-10-25T04:00:00.000Z,311708,311708,0,0,291938,0,7092,12678,7b824f3972334fdd0098388b5f2d5f37,2020-01-09T15:07:39.054Z,5d1fafd887fac86ceb8853ee
1723,Closed,2013-10-22T04:00:00.000Z,333750,61821,26070,22500,0,10508,1515,1228,a0496ab2afc31cd3eb5d952739e62ccf,2020-01-09T15:07:39.637Z,5d1fafd887fac86ceb8853ef
4407,Open,,318145901,11509486.57,407846.25,3556547.07,3961361.25,3583732,0,0,9fe5ab89d1d2e8a0f9a5a7564578e803,2020-07-25T16:33:24.598Z,5d1fafd887fac86ceb8853f0
1092,Closed,1996-01-24T05:00:00.000Z,0,0,0,0,0,0,0,0,48966adaf08d9e806c2244a7470dc41f,2020-01-09T15:07:39.507Z,5d1fafd887fac86ceb8853f1
1260,Closed,2010-08-02T04:00:00.000Z,1867949,1875688,0,0,1623112,179293,29028,44255,e8477d36920cdbd3310240292144a0b9,2020-01-09T15:07:39.017Z,5d1fafd887fac86ceb8853f2
843,Closed,2002-04-18T04:00:00.000Z,10675000,11090956,383750,0,10291250,0,91000,324956,aea3c654899c68d89e47bacde5ed9c74,2020-01-09T15:07:39.395Z,5d1fafd887fac86ceb8853f3
1056,Closed,2002-12-30T05:00:00.000Z,684329,129530,0,0,121763,0,3520,4247,cb4222df3c9614eaa682ece4432ff55a,2020-01-09T15:07:39.073Z,5d1fafd887fac86ceb8853f4
1351,Closed,2005-07-18T04:00:00.000Z,98184,98588,4909,0,90593,0,2975,111,f2bb62fe42437c88ebaf1945e3d28f82,2020-01-09T15:07:39.534Z,5d1fafd887fac86ceb8853f5
4070,Closed,2018-02-23T05:00:00.000Z,1485313,670441,74261,103957,453740,38483,0,0,21725587c9c31ce03b9275efd68081cf,2020-01-09T15:07:40.156Z,5d1fafd887fac86ceb8853f6
1688,Closed,2014-04-03T04:00:00.000Z,12157523,8187875,570519,667981,6275729,457476,35981,180189,8df4610af1a8224a4434f30566a9bdec,2020-01-09T15:07:39.499Z,5d1fafd887fac86ceb8853f7
4112,Closed,2017-04-03T04:00:00.000Z,191716,140026,0,0,130772,9254,0,0,200490ada71c128c71ed6a65bcb081d7,2020-01-09T15:07:40.150Z,5d1fafd887fac86ceb8853f8
851,Open,,0,0,0,0,0,0,0,0,f6434af92c54187153608567eb5f7b50,2020-01-09T15:07:39.394Z,5d1fafd887fac86ceb8853f9
1653,Closed,2010-08-25T04:00:00.000Z,199751,52500,0,52500,0,0,0,0,4c59f056cd86ea7a860bb4d7618a6025,2020-01-09T15:07:39.438Z,5d1fafd887fac86ceb8853fa
4075,Closed,2018-10-30T04:00:00.000Z,1808413,1646935.54,0,96120,1457768.54,93047,0,0,b36171c15b9d5d836f7ea4d60c17ac49,2020-01-09T15:07:40.157Z,5d1fafd887fac86ceb8853fb
4069,Closed,2018-04-12T04:00:00.000Z,6676851,5718652,292677,405031,4697491,323453,0,0,fab149bdfbf7a1b869bc354a64df54c9,2020-01-09T15:07:40.156Z,5d1fafd887fac86ceb8853fc
4340,Open,,428927038,50544279,11937361,4932697,30524855,2748459,0,0,6b547effe776bfc035d468d395598dc5,2020-07-30T16:37:16.385Z,5d1fafd887fac86ceb8853fd
1434,Closed,2008-09-24T04:00:00.000Z,2080994,1396381,0,0,1239714,95213,23394,38060,38e14da49e915d211bb5b148f891160c,2020-01-09T15:07:39.587Z,5d1fafd887fac86ceb8853fe
1274,Closed,2006-09-19T04:00:00.000Z,769161,778869,76916,0,584993,80460,15850,20650,32982219e90333735562644ac91b93a4,2020-01-09T15:07:39.508Z,5d1fafd887fac86ceb8853ff
829,Closed,1996-07-12T04:00:00.000Z,160096,170179,0,0,158521,0,4317,7341,1f82660c23edd166f069ff473756361d,2020-01-09T15:07:39.066Z,5d1fafd887fac86ceb885400
1407,Closed,2012-04-30T04:00:00.000Z,3074793,2133460,140399,198264,1572958,133228,30695,57916,83d0c5b74d9a1390d2649052039fcce9,2020-01-09T15:07:39.588Z,5d1fafd887fac86ceb885401
1102,Closed,2001-03-02T05:00:00.000Z,2866735,2990708,0,0,2802990,63745,40502,83471,ee12ee65dd3dbb7c78d093fc96fbfd5d,2020-01-09T15:07:39.500Z,5d1fafd887fac86ceb885402
4365,Open,,3130827,542878.02,0,0,515657.02,27221,0,0,2cd41ae010cf1764fbbf27b2debc3018,2020-07-18T16:37:10.069Z,5d1fafd887fac86ceb885403
1049,Closed,2015-09-29T04:00:00.000Z,15947618,15814468,979768,0,14396094,0,114501,324105,a15df85fb6e7cf242bf947b39c979941,2020-01-09T15:07:39.505Z,5d1fafd887fac86ceb885404
1491,Closed,2013-09-18T04:00:00.000Z,19901515,16387580,585735,1269104,13469928,685735,88159,288919,f778b76267d093ed6f760f32521cf7dd,2020-01-09T15:07:39.438Z,5d1fafd887fac86ceb885405
970,Open,,0,0,0,0,0,0,0,0,00b90a81ecc161679e9fccad9f28447b,2020-01-09T15:07:39.033Z,5d1fafd887fac86ceb885406
1544,Closed,2010-03-26T04:00:00.000Z,1976046,1593757,85921,71183,1394778,0,10494,31381,cdab2e9e37a8b71d12624547f7f7f045,2020-01-09T15:07:39.070Z,5d1fafd887fac86ceb885407
1505,Closed,2013-06-18T04:00:00.000Z,3179622,2218157,157500,119278,1704415,150558,31362,55044,40144e6bc5eed3cde05f415aaddb82c0,2020-01-09T15:07:39.628Z,5d1fafd887fac86ceb885408
4092,Open,,1487743,1555721.32,52444,100000,1330635.32,72642,0,0,180884496829cff4319caf5ddff9ffe6,2020-01-09T15:07:40.153Z,5d1fafd887fac86ceb885409
1085,Closed,1996-01-13T05:00:00.000Z,0,0,0,0,0,0,0,0,a4cd3ccaa2ee5081ea2a67c23acc1668,2020-01-09T15:07:39.019Z,5d1fafd887fac86ceb88540a
1496,Closed,2005-02-08T05:00:00.000Z,112320,0,0,0,0,0,0,0,ff69dc9005ed5218350509e8bfdf1424,2020-01-09T15:07:39.585Z,5d1fafd887fac86ceb88540b
1754,Closed,2013-08-07T04:00:00.000Z,1934687,75650,0,66000,0,9650,0,0,c16f1e962e1c0c5cafedf8af83ba1712,2020-01-09T15:07:39.454Z,5d1fafd887fac86ceb88540c
1094,Closed,2002-08-10T04:00:00.000Z,841685,887416,31106,0,778149,32430,18381,27350,264cdfa117f8d16bc08001d0667aa7f6,2020-01-09T15:07:39.520Z,5d1fafd887fac86ceb88540d
1255,Closed,2002-03-18T05:00:00.000Z,804948,844215,0,0,804948,0,17534,21733,9f2b23002550b078bda10932633bc388,2020-01-09T15:07:39.492Z,5d1fafd887fac86ceb88540e
1410,Closed,2009-09-17T04:00:00.000Z,4798643,3846550,77751,335905,3301990,0,49998,80906,56df937eb16a04d62abf496f0f04ae7e,2020-01-09T15:07:39.027Z,5d1fafd887fac86ceb88540f
4377,Open,,4442886,921136.25,146304.75,130177.5,52269,592385,0,0,87a36b8ad885a8f844fbb29dfc55751d,2020-07-22T16:33:12.646Z,5d1fafd887fac86ceb885410
1331,Closed,2009-10-06T04:00:00.000Z,532552,449273,0,0,402601,25009,9790,11873,380f829ab330891e2205cf05180c4959,2020-01-09T15:07:39.464Z,5d1fafd887fac86ceb885411
992,Closed,1999-01-26T05:00:00.000Z,162576,111637,0,0,103335,0,3169,5133,baf99bfbd9f7d0894fd24249ddf49fa3,2020-01-09T15:07:39.081Z,5d1fafd887fac86ceb885412
4332,Open,,820588928,261245907.23,8962928.75,6730672.5,230918071.98,14464733,0,0,9cb4138c837551a625b553a6c901f25a,2020-07-28T16:34:09.339Z,5d1fafd887fac86ceb885413
1417,Closed,2010-04-13T04:00:00.000Z,212845,218629,0,0,175642,32676,4627,5684,c84e337f3ca0ceda8be3b205b7ceb10a,2020-01-09T15:07:39.472Z,5d1fafd887fac86ceb885414
4388,Open,,258110,56362.5,0,0,56362.5,0,0,0,03ce90ca73effa6c06b2f61a4e9bafa9,2020-07-29T16:34:09.589Z,5d1fafd887fac86ceb885415
856,Closed,2003-08-21T04:00:00.000Z,451939,352454,22597,0,300441,0,9224,20192,ffc2801a64b0af1ffaad7a1365bd6445,2020-01-09T15:07:39.584Z,5d1fafd887fac86ceb885416
885,Closed,1994-09-01T04:00:00.000Z,0,0,0,0,0,0,0,0,03f228ffbb3aadf3e858b7e5b2c456d1,2020-01-09T15:07:39.610Z,5d1fafd987fac86ceb885417
1489,Closed,2004-09-25T04:00:00.000Z,61693,59829,0,0,55852,0,1743,2234,79e661af719c3d89a2977ce6f17521fa,2020-01-09T15:07:39.605Z,5d1fafd987fac86ceb885418
1408,Closed,2010-08-02T04:00:00.000Z,1264683,1252681,0,50701,1098880,48885,22810,31405,87864d43f9253e824261c4110ad01f3c,2020-01-09T15:07:39.613Z,5d1fafd987fac86ceb885419
1503,Closed,2006-10-02T04:00:00.000Z,81346,37700,0,0,37700,0,0,0,b9551a93d32b2a37f1c4821ff7121285,2020-01-09T15:07:39.423Z,5d1fafd987fac86ceb88541a
1357,Closed,2006-03-21T05:00:00.000Z,478699,351225,0,0,333491,0,7841,9893,e370958174c762e3f40a8b7faaba0e8f,2020-01-09T15:07:39.078Z,5d1fafd987fac86ceb88541b
1732,Closed,2015-04-30T04:00:00.000Z,863944,802654,0,44887,723661,34106,0,0,06df5d25e00b30dc60c9c4eb72dd7817,2020-01-09T15:07:40.144Z,5d1fafd987fac86ceb88541c
949,Open,,0,0,0,0,0,0,0,0,0cfa1793db73c18ca14118522a262129,2020-01-09T15:07:39.053Z,5d1fafd987fac86ceb88541d
4380,Open,,438023,32227.25,0,30450,0,1777.25,0,0,9c576e8da46637f374a4644b2aa08981,2020-06-02T16:33:56.076Z,5d1fafd987fac86ceb88541e
1757,Closed,2014-05-06T04:00:00.000Z,509501,488767,30324,0,436334,22109,0,0,c4b5f4eac8624954bd65fb373b3707a2,2020-01-09T15:07:39.597Z,5d1fafd987fac86ceb88541f
4376,Open,,2574634,658214.75,110850,179640,29739.75,332985,0,0,3bf73ce2f55d1a587ddc687a81fd9f58,2020-07-14T16:34:49.874Z,5d1fafd987fac86ceb885420
1284,Closed,2008-03-03T05:00:00.000Z,609044,641581,0,0,604500,4544,13416,19121,72f7b8e496e2cbc550d2af523f490735,2020-01-09T15:07:39.062Z,5d1fafd987fac86ceb885421
894,Open,,0,0,0,0,0,0,0,0,92c473a024cece776c2540ca690b5bb4,2020-01-09T15:07:39.497Z,5d1fafd987fac86ceb885422
846,Closed,2002-04-24T04:00:00.000Z,379274,126664,0,0,117500,0,3464,5700,dd4eef53d8b98151e5564b1e34b93c0b,2020-01-09T15:07:39.417Z,5d1fafd987fac86ceb885423
962,Closed,1995-10-01T04:00:00.000Z,161915,173780,0,0,161915,0,4388,7477,2482ab35849a8c1e8fbc3176ab762db5,2020-01-09T15:07:39.459Z,5d1fafd987fac86ceb885424
1731,Open,,42417425,38987611.76,2073383,2705036,30914829.32,2395068,234668.74,664626.7,8daa9462946b655b58aa8908551c8260,2020-06-03T16:33:50.174Z,5d1fafd987fac86ceb885425
4339,Open,,2999975000,38433726,18444841,12419785,6119100,1450000,0,0,31e99cc63424f1d2a63d0c33a1e3f169,2020-08-01T16:36:55.847Z,5d1fafd987fac86ceb885426
1782,Closed,2014-02-25T05:00:00.000Z,227227,206865,0,0,206192,673,0,0,c7d93218f670a17a913350131fd4b9fe,2020-01-09T15:07:39.477Z,5d1fafd987fac86ceb885427
953,Closed,1995-03-01T05:00:00.000Z,0,0,0,0,0,0,0,0,a4138d9b6e3f0aed61906df541c23e7b,2020-01-09T15:07:39.384Z,5d1fafd987fac86ceb885428
4399,Open,,374482239,4927859.25,0,0,2268110.25,2659749,0,0,5969fb853129dbe9d8521ef07e0910a8,2020-06-24T16:33:35.675Z,5d1fafd987fac86ceb885429
1495,Closed,2006-09-08T04:00:00.000Z,445258,443191,1980,0,422042,341,5652,13176,c3cff61de078cacba3055b878802e5ee,2020-01-09T15:07:39.430Z,5d1fafd987fac86ceb88542a
1725,Closed,2012-09-24T04:00:00.000Z,103109,3954,0,1875,0,1945,59,75,c7e9336bc6018247ec50fbe939c40f43,2020-01-09T15:07:39.634Z,5d1fafd987fac86ceb88542b
1515,Closed,2010-04-15T04:00:00.000Z,956981,633024,0,23548,567772,8785,12887,20032,7e4f328bb3e39f2d5ecb2a320cb0e27c,2020-01-09T15:07:39.061Z,5d1fafd987fac86ceb88542c
918,Closed,1999-11-10T05:00:00.000Z,160525,54590,0,0,50000,0,1590,3000,51297370d2673a7c56cb3649eea194dd,2020-01-09T15:07:39.545Z,5d1fafd987fac86ceb88542d
4062,Closed,2017-08-22T04:00:00.000Z,533344,95524,26500,34449,0,34575,0,0,d447d9a3d4a21fd9326b42bca69903bb,2020-01-09T15:07:40.153Z,5d1fafd987fac86ceb88542e
1492,Closed,2006-07-24T04:00:00.000Z,5629348,5339719,281467,65815,4704707,108549,60936,118245,298df9acfc73f0e95c96c183380840dc,2020-01-09T15:07:39.486Z,5d1fafd987fac86ceb88542f
1735,Closed,2018-07-31T04:00:00.000Z,19097335,9834760,796672,733185,7849666,455237,0,0,16705c2eb5af8bf8764bffb2e811e378,2020-01-09T15:07:39.388Z,5d1fafd987fac86ceb885430
1710,Closed,2013-03-27T04:00:00.000Z,1883731,1857348,0,0,1736558,66536,8105,46149,d45d7f31833cb21786979d11ec1f5be0,2020-01-09T15:07:39.405Z,5d1fafd987fac86ceb885431
1416,Closed,2012-04-10T04:00:00.000Z,2797158,2119922,137813,182167,1747979,0,6833,45130,0397543e9c6e21f2dabbf1844198399c,2020-01-09T15:07:39.616Z,5d1fafd987fac86ceb885432
1749,Closed,2015-05-13T04:00:00.000Z,8122022,7387525,0,136235,7227824,23466,0,0,857438eec84179bbf613d2e8db1ed2be,2020-01-09T15:07:39.496Z,5d1fafd987fac86ceb885433
4341,Open,,577816,114808,0,0,108750,6058,0,0,3920aab3a979bdcc778307b1c8705302,2020-01-09T15:07:39.063Z,5d1fafd987fac86ceb885434
1490,Closed,2011-12-12T05:00:00.000Z,9175882,4706946,385651,320112,3630020,283843,11779,75541,59e9b3224e20148cb65b7180127ffb48,2020-01-09T15:07:39.494Z,5d1fafd987fac86ceb885435
1733,Closed,2017-09-18T04:00:00.000Z,14642391,15310499,383737,1006088,13252562,668112,0,0,964cddb59bc4a9c8196bbab64d0d597d,2020-01-09T15:07:39.574Z,5d1fafd987fac86ceb885436
4088,Closed,2017-12-21T05:00:00.000Z,257830,246920,12892,0,221420,12608,0,0,4dfe8e14643591395b04e4237c5de3c0,2020-01-09T15:07:40.160Z,5d1fafd987fac86ceb885437
1075,Closed,2001-03-28T05:00:00.000Z,1140053,1200974,0,0,1136701,3352,22782,38139,ba43a2f1025a5bb9cf29afb3aee76956,2020-01-09T15:07:39.452Z,5d1fafd987fac86ceb885438
4384,Closed,2020-03-09T04:00:00.000Z,0,0,0,0,0,0,0,0,4955316753f2883b4c0a68c7acfd7fd0,2020-07-08T16:32:37.465Z,5d1fafd987fac86ceb885439
1717,Closed,2014-11-20T05:00:00.000Z,10186020,4153948,206501,638311,3052069,107015,40548,109504,36e00935c5a83f7ade8ff6ef62f99fb6,2020-01-09T15:07:39.504Z,5d1fafd987fac86ceb88543a
4393,Open,,210657026,21600017.41,0,0,18643042.5,1714111.91,0,0,601d840c6231dc1faa7fe5871d047f0c,2020-03-21T20:00:25.788Z,5d1fafd987fac86ceb88543b
4358,Open,,7775136,527099.75,10875,300362.25,181837.5,34025,0,0,b9a9f2d892f1d48c9bb0e8fe01a286d5,2020-07-15T16:33:29.587Z,5d1fafd987fac86ceb88543c
1406,Closed,2006-08-11T04:00:00.000Z,1353051,1149793,0,94164,1010867,0,19579,25183,94d444fefc0c5f83b506189ff86d35b7,2020-01-09T15:07:39.526Z,5d1fafd987fac86ceb88543d
1090,Closed,2002-02-06T05:00:00.000Z,0,0,0,0,0,0,0,0,b18062fe66b1b64514a2ab8fe0265c27,2020-01-09T15:07:39.420Z,5d1fafd987fac86ceb88543e
1393,Closed,2010-08-02T04:00:00.000Z,2765757,1575675,0,94117,912782,523703,20777,24296,3f385e2c10cfd0b922989b21ae77cf02,2020-01-09T15:07:39.567Z,5d1fafd987fac86ceb88543f
4398,Open,,1146385,0,0,0,0,0,0,0,73f6f886d3b73834978a12e6a2b5ef1e,2020-01-09T15:07:39.528Z,5d1fafd987fac86ceb885440
4356,Open,,694937,112661,0,45675,61875,5111,0,0,820ecd4df317c38c92f4b747151d640f,2020-06-02T16:33:55.930Z,5d1fafd987fac86ceb885441
1792,Open,,54014258,48515316.73,3757323,0,42116696.73,2641297,0,0,46105a23502ee8be68718efdd4a61a3b,2020-05-13T17:01:00.083Z,5d1fafd987fac86ceb885442
1776,Closed,2014-10-27T04:00:00.000Z,6294825,5908173,275783,46391,5518749,67250,0,0,a74922a6f1b742f42ea490a5f3e1e567,2020-01-09T15:07:40.145Z,5d1fafd987fac86ceb885443
4091,Open,,5179598,4649844.87,109303,64397.87,4222862,253282,0,0,c12abe1480c34977f000b53e11910c99,2020-04-02T17:01:41.409Z,5d1fafd987fac86ceb885444
4369,Open,,572747,74075,0,0,0,74075,0,0,c960202baf2182506d0bfbd86fef6c34,2020-04-23T17:01:33.161Z,5d1fafd987fac86ceb885445
